0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.05580437,0.023023508,0.04387697,0.016713053,0.047795806,-0.027846709,0.0138913095,0.02527634,0.05039125,0.04282844,0.0050099045,0.031688824,0.024757825,0.05301229,-0.010349572,0.051953457,0.050340623,0.042025194,0.048067685,0.040041685,-0.017287865,0.04933726,0.048006646,0.00090492517,0.040361144,0.0050330013,0.018537842,0.026807465,0.04025442,0.033504885,0.03795418,0.034832917,0.0405481,0.047130965,0.025255196,0.050815046,0.027654089,-0.010074571,0.052135,0.02414319,-0.021868512,0.04554604,0.039977826,0.028581336,0.050264806,-0.09180196,0.042091276,0.026662476,0.040670276,0.033474486,-0.09954491,0.051132742,0.034565438,0.030456536,0.043372694,0.020716652,0.02703181,0.050025813,0.047215737,0.052791893,0.032509364,0.046183757,0.03031496,0.05188711,0.042474136,0.05490561,0.04939011,0.04862361,0.04804492,0.037334133,0.045502707,0.01883319,0.017525777,0.042756706,0.05040282,0.04240945,0.022994287,0.029961973,0.019633293,0.050405495,0.026279286,0.05482871,0.050717525,0.05085985,0.049658462,0.05266931,0.050887685,0.043323774,0.051117826,0.0547271,0.046836816,0.027834423,0.04752264,0.027995944,-0.008340582,0.027866647
0.055768855,0.023017421,0.04387822,0.016676381,0.0478019,-0.027885616,0.013881162,0.025260314,0.05038619,0.04281473,0.004981473,0.0316684,0.02472312,0.053000525,-0.010383084,0.05191358,0.050311964,0.04202646,0.04803817,0.040013034,-0.017314553,0.049305286,0.04799815,0.00087136775,0.040366117,0.004996747,0.01857242,0.026776478,0.0402214,0.03349143,0.037953652,0.034832124,0.040563535,0.047113728,0.025242537,0.0508174,0.027658261,-0.0101206,0.05215379,0.024158016,-0.021914616,0.045516536,0.03998957,0.02860479,0.05023615,-0.09182246,0.042106856,0.02664119,0.0406896,0.033460952,-0.09956108,0.051101528,0.03456588,0.030441746,0.04336676,0.020720184,0.027044877,0.049997147,0.04720974,0.052786183,0.032520182,0.04620579,0.030320361,0.05186743,0.042484503,0.054871798,0.049371623,0.04861606,0.048016418,0.037335135,0.04547018,0.01882045,0.017520025,0.042763233,0.050374765,0.042430583,0.022970095,0.029937096,0.019642428,0.050392557,0.02627489,0.05480188,0.05071853,0.05082621,0.049676243,0.052682463,0.05088327,0.04329131,0.0511034,0.054701872,0.046805598,0.027806818,0.047503635,0.02800306,-0.0083881095,0.027887337
0.05575732,0.023014843,0.043878615,0.016664468,0.047803864,-0.027898252,0.013877884,0.025255114,0.05038454,0.042810287,0.004972212,0.03166176,0.024711847,0.052996702,-0.010394007,0.05190062,0.050302662,0.04202688,0.04802859,0.040003724,-0.017323256,0.049294904,0.04799538,0.00086046755,0.04036774,0.0049850047,0.01858367,0.026766382,0.040210683,0.033487067,0.037953477,0.034831695,0.04056853,0.047108114,0.025238425,0.050818168,0.027659632,-0.010135569,0.052159898,0.024162829,-0.021929592,0.045506958,0.039993413,0.028612427,0.050226852,-0.091829106,0.042111922,0.026634268,0.040695872,0.033456586,-0.099566355,0.051091403,0.03456603,0.030436948,0.043364827,0.020721316,0.027049117,0.04998785,0.047207803,0.05278433,0.032523695,0.046212964,0.030322127,0.05186103,0.04248787,0.054860808,0.049365602,0.048613593,0.04800716,0.03733544,0.0454596,0.018816307,0.01751814,0.042765386,0.050365638,0.04243744,0.022959694,0.029929005,0.019645408,0.05038838,0.026273474,0.05479316,0.050718866,0.0508153,0.04968202,0.052686755,0.050881855,0.043280773,0.051098716,0.054693654,0.046795465,0.027797833,0.047497466,0.028005369,-0.008403562,0.027894065
0.05575405,0.02301412,0.04387874,0.0166611,0.04780442,-0.027901828,0.013876945,0.025253646,0.05038407,0.042809024,0.004969552,0.0316599,0.02470868,0.05299562,-0.010397084,0.051896952,0.050300032,0.042026997,0.04802587,0.040001098,-0.01732567,0.049291953,0.047994602,0.00085737556,0.0403682,0.0049816817,0.018586852,0.026763536,0.040207654,0.033485815,0.037953414,0.034831565,0.04056997,0.047106534,0.025237277,0.050818384,0.027660012,-0.010139771,0.052161634,0.024164185,-0.021933839,0.045504257,0.039994475,0.028614596,0.050224226,-0.09183101,0.042113356,0.026632309,0.04069764,0.033455342,-0.099567816,0.051088527,0.034566056,0.030435592,0.043364286,0.02072163,0.027050316,0.04998522,0.04720726,0.05278381,0.03252469,0.046214983,0.030322626,0.05185923,0.04248883,0.054857712,0.04936392,0.0486129,0.048004553,0.037335552,0.045456618,0.018815123,0.017517641,0.042765982,0.050363056,0.04243937,0.022956073,0.029926717,0.019646242,0.050387185,0.026273057,0.054790694,0.050718963,0.05081221,0.049683645,0.05268796,0.05088146,0.04327779,0.051097386,0.05469135,0.046792604,0.027795307,0.0474957,0.028006032,-0.0084079355,0.02789598
0.055752292,0.02301374,0.04387881,0.01665929,0.047804713,-0.02790375,0.013876438,0.025252864,0.05038383,0.04280834,0.0049681813,0.031658873,0.02470696,0.052995045,-0.010398731,0.051895,0.05029863,0.04202706,0.048024397,0.039999675,-0.017327026,0.04929039,0.047994196,0.0008557141,0.040368453,0.0049798787,0.018588573,0.026762009,0.040206008,0.033485148,0.0379534,0.03483147,0.040570725,0.047105677,0.025236651,0.050818507,0.02766022,-0.010142058,0.05216256,0.024164915,-0.021936148,0.045502782,0.039995074,0.02861575,0.0502228,-0.09183201,0.04211413,0.026631266,0.040698603,0.033454657,-0.099568605,0.051086977,0.034566093,0.030434877,0.04336399,0.02072183,0.027050972,0.0499838,0.047206968,0.05278352,0.032525226,0.046216086,0.030322894,0.051858246,0.042489342,0.05485603,0.049363002,0.04861252,0.04800314,0.03733559,0.04545502,0.01881449,0.017517358,0.042766288,0.050361663,0.042440414,0.022954106,0.02992548,0.01964669,0.050386544,0.026272848,0.05478937,0.05071902,0.05081053,0.049684547,0.05268861,0.050881237,0.043276176,0.051096674,0.05469009,0.04679107,0.027793959,0.047494777,0.028006375,-0.00841029,0.027897
0.055750884,0.023013413,0.043878846,0.016657837,0.047804955,-0.02790533,0.013876051,0.025252223,0.05038363,0.04280779,0.004967034,0.031658083,0.024705596,0.052994557,-0.010400042,0.0518934,0.050297476,0.042027116,0.048023254,0.03999855,-0.017328076,0.049289107,0.04799385,0.0008543879,0.04036863,0.0049784407,0.018589936,0.02676078,0.04020471,0.033484608,0.03795337,0.03483142,0.040571347,0.047105003,0.025236145,0.050818592,0.02766037,-0.010143891,0.05216331,0.024165519,-0.021937966,0.04550162,0.03999553,0.028616711,0.05022166,-0.09183283,0.04211475,0.026630417,0.04069937,0.033454128,-0.099569306,0.051085748,0.0345661,0.030434266,0.043363757,0.020721972,0.027051494,0.049982663,0.047206722,0.052783296,0.032525666,0.04621695,0.030323103,0.051857464,0.042489752,0.054854687,0.04936226,0.04861223,0.048002016,0.037335627,0.04545372,0.018813998,0.017517112,0.04276657,0.050360546,0.042441256,0.02295255,0.029924497,0.019647062,0.050386038,0.026272684,0.05478832,0.05071906,0.050809193,0.049685255,0.052689135,0.05088106,0.04327488,0.051096104,0.054689106,0.04678982,0.027792834,0.04749401,0.028006658,-0.008412182,0.027897835
0.055748243,0.023012817,0.043878935,0.016655102,0.04780542,-0.027908206,0.013875298,0.02525103,0.05038325,0.042806778,0.004964918,0.03165655,0.024702981,0.0529937,-0.010402553,0.051890433,0.050295345,0.042027228,0.04802104,0.039996423,-0.01733005,0.049286727,0.04799322,0.0008518845,0.04036901,0.004975736,0.018592507,0.026758477,0.04020225,0.0334836,0.037953325,0.03483131,0.04057248,0.04710371,0.025235206,0.05081877,0.027660675,-0.010147326,0.052164707,0.024166614,-0.021941409,0.04549942,0.039996404,0.02861844,0.05021953,-0.09183432,0.042115897,0.026628815,0.040700793,0.03345313,-0.09957045,0.05108343,0.03456612,0.030433193,0.043363314,0.020722225,0.027052477,0.04998053,0.04720627,0.052782863,0.032526456,0.046218593,0.03032349,0.051856004,0.04249052,0.054852158,0.049360894,0.048611656,0.04799988,0.0373357,0.045451283,0.018813036,0.017516673,0.042767048,0.050358463,0.042442836,0.022949591,0.02992265,0.019647747,0.050385065,0.026272342,0.054786317,0.05071915,0.050806694,0.049686566,0.05269011,0.050880738,0.043272473,0.051095042,0.054687213,0.0467875,0.027790777,0.047492594,0.028007172,-0.008415714,0.02789934
0.055748068,0.023012787,0.043878943,0.016654931,0.047805443,-0.0279084,0.013875231,0.025250956,0.050383225,0.042806704,0.004964784,0.031656444,0.024702817,0.05299364,-0.010402732,0.051890247,0.050295208,0.042027213,0.048020903,0.03999626,-0.017330192,0.049286563,0.047993187,0.00085170567,0.040369034,0.004975572,0.01859267,0.026758313,0.04020208,0.033483557,0.037953332,0.034831304,0.040572546,0.04710363,0.025235131,0.050818764,0.027660705,-0.010147542,0.052164804,0.024166673,-0.021941617,0.04549928,0.039996475,0.028618552,0.05021939,-0.09183444,0.042115994,0.026628703,0.040700894,0.033453066,-0.09957057,0.051083285,0.034566145,0.030433103,0.04336329,0.02072224,0.027052522,0.049980402,0.04720625,0.052782834,0.03252652,0.04621871,0.030323543,0.051855896,0.04249057,0.054851994,0.04936079,0.048611633,0.04799973,0.037335705,0.045451134,0.018812984,0.017516643,0.042767085,0.050358336,0.042442933,0.022949398,0.02992253,0.019647777,0.050385002,0.02627232,0.054786175,0.05071915,0.050806537,0.049686663,0.05269018,0.050880715,0.0432723,0.051094957,0.054687083,0.04678735,0.027790658,0.0474925,0.028007217,-0.008415952,0.027899444
0.05574261,0.023011565,0.043879133,0.016649276,0.04780637,-0.027914397,0.013873689,0.025248498,0.05038245,0.0428046,0.0049604103,0.031653315,0.024697483,0.05299184,-0.01040785,0.051884107,0.050290804,0.042027414,0.048016362,0.03999185,-0.017334312,0.049281657,0.04799188,0.00084654987,0.0403698,0.0049699917,0.018598005,0.026753545,0.040197015,0.03348146,0.03795325,0.034831073,0.04057493,0.047100984,0.025233194,0.050819162,0.027661353,-0.010154627,0.0521677,0.024168976,-0.021948703,0.045494743,0.039998285,0.028622165,0.05021499,-0.09183763,0.042118378,0.026625447,0.040703874,0.033451,-0.099573076,0.051078483,0.0345662,0.030430838,0.043362387,0.020722792,0.027054533,0.049975995,0.04720533,0.052781966,0.03252819,0.046222094,0.03032437,0.051852882,0.042492174,0.0548468,0.049357954,0.048610464,0.047995362,0.037335865,0.045446128,0.018811025,0.017515779,0.042768084,0.050354004,0.042446185,0.022943303,0.029918686,0.019649178,0.050383016,0.026271656,0.05478205,0.050719306,0.050801355,0.049689397,0.052692223,0.050880045,0.04326731,0.051092736,0.054683216,0.04678256,0.027786404,0.04748959,0.028008312,-0.008423261,0.027902648
0.055741988,0.023011431,0.043879166,0.016648635,0.04780649,-0.027915053,0.013873503,0.0252482,0.05038236,0.04280437,0.004959911,0.031652957,0.024696872,0.052991625,-0.010408454,0.051883426,0.0502903,0.042027444,0.048015863,0.039991368,-0.017334774,0.049281098,0.04799173,0.0008459687,0.040369883,0.004969351,0.018598601,0.026752993,0.040196434,0.033481233,0.03795323,0.03483104,0.0405752,0.047100678,0.02523297,0.050819196,0.027661398,-0.010155439,0.052168015,0.024169222,-0.021949492,0.04549423,0.039998475,0.028622575,0.05021449,-0.09183794,0.04211865,0.026625082,0.0407042,0.033450745,-0.0995733,0.05107795,0.03456621,0.030430578,0.04336228,0.020722851,0.027054772,0.04997549,0.047205213,0.052781858,0.03252837,0.04622248,0.03032446,0.051852535,0.042492345,0.054846205,0.049357634,0.048610333,0.047994867,0.037335873,0.04544557,0.018810794,0.017515682,0.042768214,0.050353497,0.042446543,0.022942618,0.02991826,0.019649357,0.050382793,0.026271567,0.05478159,0.050719313,0.050800763,0.049689695,0.052692436,0.050879955,0.043266755,0.051092498,0.05468277,0.04678201,0.027785912,0.04748925,0.028008431,-0.008424081,0.02790302
