0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.04969064,0.0376358,0.040268913,0.019266568,0.04702904,-0.023274072,0.021014497,0.023291245,0.044105418,0.04452078,0.010955796,0.034408674,0.022978589,0.050735433,-0.05403106,0.052315954,0.052369077,0.046926413,0.046968356,0.04842773,-0.030514598,0.049533952,0.04732041,0.020020932,0.032854658,-0.008225605,0.029381618,0.010334618,0.04284512,0.03641907,0.02193372,0.032424964,0.040912606,0.048414156,0.02651652,0.045990396,0.02536875,-0.012024134,0.049877293,0.01877004,-0.016784325,0.051922563,0.04059545,0.030353747,0.047351763,-0.08845723,0.05569684,0.03818264,0.033323284,0.045523636,-0.0791329,0.051712383,0.021389782,0.0466671,0.049291153,0.03589981,0.025661722,0.043091744,0.04537908,0.04996205,0.03780324,0.04270448,0.027575657,0.053026505,0.05440987,0.05285137,0.049771186,0.048318647,0.051059347,0.046202656,0.043697912,0.023717068,0.012024604,0.047768388,0.049800247,0.040407576,0.011237502,0.04261688,0.04126345,0.052080624,0.0020864233,0.051337175,0.050061204,0.05418915,0.048777346,0.052332133,0.04782054,0.040375557,0.050423875,0.053145304,0.045435697,0.033135705,0.045767408,0.02759333,-0.025225937,0.026564479
0.049587686,0.037663378,0.040251028,0.019166194,0.047002554,-0.02336108,0.021028556,0.023237482,0.044045866,0.044476874,0.010956198,0.03433937,0.022947647,0.050694708,-0.054048195,0.05225855,0.05229648,0.046924807,0.04691338,0.048327975,-0.030624382,0.049452435,0.047332704,0.01999858,0.03274276,-0.008342393,0.0294189,0.010289714,0.042805273,0.036390368,0.021957584,0.032478515,0.04085871,0.04834169,0.026428178,0.04596518,0.02532892,-0.012127608,0.049799427,0.018685237,-0.016892083,0.051916875,0.04058566,0.03038773,0.047326293,-0.08849482,0.055694334,0.038189746,0.033287205,0.045558915,-0.079215094,0.051637545,0.021390468,0.046658132,0.049214073,0.035845973,0.025648117,0.04304347,0.0453033,0.049939826,0.037730157,0.042725693,0.027555242,0.052944977,0.05436985,0.052806687,0.04968966,0.04824078,0.050984457,0.04621695,0.043677874,0.02369544,0.011964463,0.04774328,0.04971692,0.040432937,0.011283159,0.04262625,0.04121639,0.052068554,0.0020433962,0.05135352,0.050083414,0.054172575,0.04878501,0.052272104,0.047768846,0.040365852,0.05034602,0.05311575,0.045399606,0.03312608,0.04578863,0.027602896,-0.025335014,0.02652552
0.049544632,0.03767494,0.040243592,0.019124195,0.046991497,-0.023397475,0.021034427,0.023215428,0.044012792,0.04445854,0.010959484,0.034310363,0.022934921,0.050677717,-0.054055378,0.05223459,0.052266173,0.046924137,0.04689043,0.048286296,-0.030670293,0.049418405,0.04733639,0.019989215,0.032696385,-0.008391254,0.029434457,0.010270931,0.04278793,0.03637834,0.021967575,0.0325009,0.040836163,0.04831185,0.02639123,0.045950115,0.025312245,-0.012170881,0.049766876,0.018649772,-0.016937122,0.051914804,0.040581577,0.030401938,0.047315683,-0.08851047,0.05569333,0.038192697,0.033272125,0.04557369,-0.07924949,0.05160628,0.021390773,0.04665441,0.049180172,0.035839338,0.025642425,0.043025628,0.045271646,0.04993059,0.037699606,0.042734608,0.027546696,0.05291094,0.054354466,0.05278802,0.049655624,0.048208766,0.050953683,0.04622294,0.04366952,0.02368638,0.011939302,0.047732804,0.049678154,0.040443562,0.01130227,0.042630177,0.04119671,0.052051865,0.002023369,0.0513604,0.0500843,0.05416567,0.048788235,0.052247003,0.047747254,0.04036181,0.050313465,0.05310339,0.045384556,0.03312204,0.045797527,0.027606867,-0.025380656,0.026509248
0.049508523,0.03768462,0.04023735,0.019088998,0.046982214,-0.023428023,0.021039337,0.023197204,0.043984644,0.044443175,0.010963395,0.034286026,0.02292426,0.050663464,-0.054061458,0.05221451,0.05224076,0.04692356,0.046871178,0.048251364,-0.030708812,0.049393646,0.04733946,0.01998137,0.032657478,-0.008432232,0.029447503,0.010255113,0.04277299,0.03636824,0.02197595,0.03251965,0.040817283,0.04828683,0.026360251,0.0459375,0.025298253,-0.012207143,0.04973957,0.01862003,-0.016974926,0.051913142,0.040578168,0.030413866,0.0473068,-0.08852367,0.05569248,0.03819517,0.03325945,0.045586064,-0.079278305,0.05158007,0.021391049,0.046651267,0.049149916,0.03583376,0.025637671,0.04302402,0.04524514,0.04992282,0.037673943,0.04274208,0.027539536,0.052882392,0.05434161,0.05277241,0.049627088,0.048182704,0.050927978,0.046227947,0.04366251,0.023678795,0.011918202,0.04772403,0.049645685,0.040452488,0.011318266,0.042633485,0.041180246,0.052037895,0.002006553,0.05136618,0.05008509,0.054159902,0.048790954,0.052225955,0.047729187,0.04035844,0.050286163,0.053093027,0.045371942,0.033118665,0.045805015,0.027610198,-0.025418915,0.026495606
0.04936707,0.037722576,0.04022564,0.018951029,0.046945892,-0.023547769,0.02105859,0.023125768,0.043874428,0.044383086,0.010973394,0.034190536,0.022882462,0.050607823,-0.05408533,0.052135985,0.052141353,0.046921287,0.046795923,0.04811463,-0.030859768,0.049306106,0.047332272,0.019950546,0.032505102,-0.008592755,0.02949851,0.010193147,0.042714603,0.036328673,0.022008806,0.032593075,0.04074339,0.048192494,0.026238903,0.045888286,0.025243342,-0.012349322,0.04963267,0.018503472,-0.017123058,0.051907435,0.04056483,0.030460559,0.04727216,-0.08857526,0.055689313,0.038204763,0.033209775,0.045634482,-0.07936497,0.05147761,0.021400094,0.046639003,0.049031593,0.035811838,0.025618985,0.043034866,0.045140132,0.04988693,0.03757334,0.042771485,0.027511485,0.052770775,0.054291353,0.052711327,0.049515456,0.048080713,0.05082743,0.046247564,0.04363516,0.023649082,0.011835493,0.04768976,0.049518533,0.040487483,0.011381,0.042646494,0.041115787,0.05197329,0.0019408464,0.051388875,0.050088212,0.054137394,0.048777174,0.052143615,0.047658533,0.04034535,0.050179247,0.053028144,0.0453155,0.033105485,0.045849115,0.027566016,-0.025568828,0.026442215
0.049854435,0.037592,0.04028257,0.019426152,0.047071192,-0.023135863,0.0209921,0.02337671,0.044200316,0.04459078,0.010955155,0.03451866,0.023032323,0.050800458,-0.054004148,0.052333668,0.05248482,0.046928883,0.047020063,0.048586622,-0.03034006,0.049663875,0.047289833,0.020056397,0.033028178,-0.008039862,0.029322147,0.010406055,0.042908743,0.036554758,0.02188401,0.03234486,0.040998474,0.048494294,0.02665706,0.046001963,0.025431931,-0.011859626,0.050001174,0.01890488,-0.016613081,0.051930062,0.04061114,0.030299686,0.047392584,-0.08839743,0.05570101,0.03817122,0.03338053,0.04545748,-0.079002246,0.0518317,0.02138903,0.046681385,0.049379,0.035990622,0.02568338,0.043168828,0.045499854,0.049997598,0.037919328,0.042670917,0.02761183,0.05315642,0.054474458,0.05292272,0.04979541,0.04844254,0.05117864,0.046179853,0.04374657,0.023747385,0.012120262,0.047807373,0.04991958,0.040409148,0.011165462,0.04260215,0.041338466,0.052096184,0.0021448433,0.051311374,0.05002272,0.054215882,0.048765313,0.05243253,0.047903065,0.040391173,0.05054777,0.053192288,0.04549338,0.03315107,0.04573386,0.027578011,-0.02505251,0.026626565
0.049854435,0.037592,0.04028257,0.019426152,0.047071192,-0.023135863,0.0209921,0.02337671,0.044200316,0.04459078,0.010955155,0.03451866,0.023032323,0.050800458,-0.054004148,0.052333668,0.05248482,0.046928883,0.047020063,0.048586622,-0.03034006,0.049663875,0.047289833,0.020056397,0.033028178,-0.008039862,0.029322147,0.010406055,0.042908743,0.036554758,0.02188401,0.03234486,0.040998474,0.048494294,0.02665706,0.046001963,0.025431931,-0.011859626,0.050001174,0.01890488,-0.016613081,0.051930062,0.04061114,0.030299686,0.047392584,-0.08839743,0.05570101,0.03817122,0.03338053,0.04545748,-0.079002246,0.0518317,0.02138903,0.046681385,0.049379,0.035990622,0.02568338,0.043168828,0.045499854,0.049997598,0.037919328,0.042670917,0.02761183,0.05315642,0.054474458,0.05292272,0.04979541,0.04844254,0.05117864,0.046179853,0.04374657,0.023747385,0.012120262,0.047807373,0.04991958,0.040409148,0.011165462,0.04260215,0.041338466,0.052096184,0.0021448433,0.051311374,0.05002272,0.054215882,0.048765313,0.05243253,0.047903065,0.040391173,0.05054777,0.053192288,0.04549338,0.03315107,0.04573386,0.027578011,-0.02505251,0.026626565
0.049854435,0.037592,0.04028257,0.019426152,0.047071192,-0.023135863,0.0209921,0.02337671,0.044200316,0.04459078,0.010955155,0.03451866,0.023032323,0.050800458,-0.054004148,0.052333668,0.05248482,0.046928883,0.047020063,0.048586622,-0.03034006,0.049663875,0.047289833,0.020056397,0.033028178,-0.008039862,0.029322147,0.010406055,0.042908743,0.036554758,0.02188401,0.03234486,0.040998474,0.048494294,0.02665706,0.046001963,0.025431931,-0.011859626,0.050001174,0.01890488,-0.016613081,0.051930062,0.04061114,0.030299686,0.047392584,-0.08839743,0.05570101,0.03817122,0.03338053,0.04545748,-0.079002246,0.0518317,0.02138903,0.046681385,0.049379,0.035990622,0.02568338,0.043168828,0.045499854,0.049997598,0.037919328,0.042670917,0.02761183,0.05315642,0.054474458,0.05292272,0.04979541,0.04844254,0.05117864,0.046179853,0.04374657,0.023747385,0.012120262,0.047807373,0.04991958,0.040409148,0.011165462,0.04260215,0.041338466,0.052096184,0.0021448433,0.051311374,0.05002272,0.054215882,0.048765313,0.05243253,0.047903065,0.040391173,0.05054777,0.053192288,0.04549338,0.03315107,0.04573386,0.027578011,-0.02505251,0.026626565
0.049854435,0.037592,0.04028257,0.019426152,0.047071192,-0.023135863,0.0209921,0.02337671,0.044200316,0.04459078,0.010955155,0.03451866,0.023032323,0.050800458,-0.054004148,0.052333668,0.05248482,0.046928883,0.047020063,0.048586622,-0.03034006,0.049663875,0.047289833,0.020056397,0.033028178,-0.008039862,0.029322147,0.010406055,0.042908743,0.036554758,0.02188401,0.03234486,0.040998474,0.048494294,0.02665706,0.046001963,0.025431931,-0.011859626,0.050001174,0.01890488,-0.016613081,0.051930062,0.04061114,0.030299686,0.047392584,-0.08839743,0.05570101,0.03817122,0.03338053,0.04545748,-0.079002246,0.0518317,0.02138903,0.046681385,0.049379,0.035990622,0.02568338,0.043168828,0.045499854,0.049997598,0.037919328,0.042670917,0.02761183,0.05315642,0.054474458,0.05292272,0.04979541,0.04844254,0.05117864,0.046179853,0.04374657,0.023747385,0.012120262,0.047807373,0.04991958,0.040409148,0.011165462,0.04260215,0.041338466,0.052096184,0.0021448433,0.051311374,0.05002272,0.054215882,0.048765313,0.05243253,0.047903065,0.040391173,0.05054777,0.053192288,0.04549338,0.03315107,0.04573386,0.027578011,-0.02505251,0.026626565
0.049854435,0.037592,0.04028257,0.019426152,0.047071192,-0.023135863,0.0209921,0.02337671,0.044200316,0.04459078,0.010955155,0.03451866,0.023032323,0.050800458,-0.054004148,0.052333668,0.05248482,0.046928883,0.047020063,0.048586622,-0.03034006,0.049663875,0.047289833,0.020056397,0.033028178,-0.008039862,0.029322147,0.010406055,0.042908743,0.036554758,0.02188401,0.03234486,0.040998474,0.048494294,0.02665706,0.046001963,0.025431931,-0.011859626,0.050001174,0.01890488,-0.016613081,0.051930062,0.04061114,0.030299686,0.047392584,-0.08839743,0.05570101,0.03817122,0.03338053,0.04545748,-0.079002246,0.0518317,0.02138903,0.046681385,0.049379,0.035990622,0.02568338,0.043168828,0.045499854,0.049997598,0.037919328,0.042670917,0.02761183,0.05315642,0.054474458,0.05292272,0.04979541,0.04844254,0.05117864,0.046179853,0.04374657,0.023747385,0.012120262,0.047807373,0.04991958,0.040409148,0.011165462,0.04260215,0.041338466,0.052096184,0.0021448433,0.051311374,0.05002272,0.054215882,0.048765313,0.05243253,0.047903065,0.040391173,0.05054777,0.053192288,0.04549338,0.03315107,0.04573386,0.027578011,-0.02505251,0.026626565
